※ 매월 말일자 통계 현황,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37
,,2023년01월,,,,,,2023년02월,,,,,,2023년03월,,,,,,2023년04월,,,,,,2023년05월,,,,,,2023년06월,,,,,
행정기관코드,행정기관,총 거주자수,세대수,세대당 인구,남자 인구수,여자 인구수,남여 비율,총 거주자수,세대수,세대당 인구,남자 인구수,여자 인구수,남여 비율,총 거주자수,세대수,세대당 인구,남자 인구수,여자 인구수,남여 비율,총 거주자수,세대수,세대당 인구,남자 인구수,여자 인구수,남여 비율,총 거주자수,세대수,세대당 인구,남자 인구수,여자 인구수,남여 비율,총 거주자수,세대수,세대당 인구,남자 인구수,여자 인구수,남여 비율
4873000000,경상남도 함안군 ,"61,191","30,651",          2.00,"31,222","29,969",          1.04,"61,043","30,660",          1.99,"31,187","29,856",          1.04,"60,941","30,688",          1.99,"31,161","29,780",          1.05,"60,852","30,670",          1.98,"31,121","29,731",          1.05,"60,750","30,665",          1.98,"31,072","29,678",          1.05,"60,602","30,629",          1.98,"30,992","29,610",          1.05
4874000000,경상남도 창녕군 ,"58,159","32,102",          1.81,"29,091","29,068",          1.00,"58,030","32,108",          1.81,"29,004","29,026",          1.00,"57,873","32,061",          1.81,"28,916","28,957",          1.00,"57,795","32,063",          1.80,"28,875","28,920",          1.00,"57,699","32,072",          1.80,"28,842","28,857",          1.00,"57,637","32,073",          1.80,"28,802","28,835",          1.00
4882000000,경상남도 고성군 ,"50,219","26,426",          1.90,"25,248","24,971",          1.01,"50,010","26,402",          1.89,"25,124","24,886",          1.01,"50,023","26,488",          1.89,"25,142","24,881",          1.01,"49,932","26,515",          1.88,"25,124","24,808",          1.01,"49,812","26,516",          1.88,"25,070","24,742",          1.01,"49,758","26,524",          1.88,"25,058","24,700",          1.01
4884000000,경상남도 남해군 ,"41,398","22,650",          1.83,"20,093","21,305",          0.94,"41,314","22,649",          1.82,"20,082","21,232",          0.95,"41,324","22,743",          1.82,"20,107","21,217",          0.95,"41,291","22,735",          1.82,"20,086","21,205",          0.95,"41,197","22,706",          1.81,"20,051","21,146",          0.95,"41,144","22,692",          1.81,"20,020","21,124",          0.95
4885000000,경상남도 하동군 ,"42,253","23,539",          1.80,"21,157","21,096",          1.00,"42,131","23,536",          1.79,"21,112","21,019",          1.00,"42,083","23,546",          1.79,"21,082","21,001",          1.00,"42,043","23,562",          1.78,"21,065","20,978",          1.00,"42,023","23,589",          1.78,"21,060","20,963",          1.00,"41,959","23,596",          1.78,"21,025","20,934",          1.00
4886000000,경상남도 산청군 ,"34,000","19,540",          1.74,"16,841","17,159",          0.98,"34,012","19,592",          1.74,"16,848","17,164",          0.98,"34,023","19,605",          1.74,"16,871","17,152",          0.98,"34,094","19,652",          1.73,"16,914","17,180",          0.98,"34,058","19,651",          1.73,"16,890","17,168",          0.98,"34,025","19,641",          1.73,"16,870","17,155",          0.98
4887000000,경상남도 함양군 ,"37,460","20,731",          1.81,"18,159","19,301",          0.94,"37,322","20,704",          1.80,"18,095","19,227",          0.94,"37,261","20,700",          1.80,"18,071","19,190",          0.94,"37,244","20,728",          1.80,"18,067","19,177",          0.94,"37,235","20,734",          1.80,"18,057","19,178",          0.94,"37,172","20,720",          1.79,"18,042","19,130",          0.94
4888000000,경상남도 거창군 ,"60,108","30,480",          1.97,"29,498","30,610",          0.96,"60,168","30,592",          1.97,"29,528","30,640",          0.96,"60,306","30,815",          1.96,"29,662","30,644",          0.97,"60,280","30,826",          1.96,"29,654","30,626",          0.97,"60,230","30,835",          1.95,"29,634","30,596",          0.97,"60,198","30,813",          1.95,"29,625","30,573",          0.97
4889000000,경상남도 합천군 ,"41,814","23,931",          1.75,"20,350","21,464",          0.95,"41,700","23,912",          1.74,"20,303","21,397",          0.95,"41,631","23,890",          1.74,"20,268","21,363",          0.95,"41,577","23,897",          1.74,"20,255","21,322",          0.95,"41,506","23,876",          1.74,"20,233","21,273",          0.95,"41,455","23,868",          1.74,"20,211","21,244",          0.95
5000000000,제주특별자치도  ,"673,889","308,582",          2.18,"337,451","336,438",          1.00,"673,509","309,048",          2.18,"337,214","336,295",          1.00,"673,452","309,582",          2.18,"337,188","336,264",          1.00,"673,523","309,864",          2.17,"337,220","336,303",          1.00,"673,470","310,117",          2.17,"337,128","336,342",          1.00,"673,267","310,185",          2.17,"337,007","336,260",          1.00
5011000000,제주특별자치도 제주시 ,"490,192","220,605",          2.22,"244,965","245,227",          1.00,"490,004","220,993",          2.22,"244,864","245,140",          1.00,"489,982","221,390",          2.21,"244,853","245,129",          1.00,"490,011","221,625",          2.21,"244,875","245,136",          1.00,"490,076","221,855",          2.21,"244,882","245,194",          1.00,"489,926","221,969",          2.21,"244,794","245,132",          1.00
