※ 매월 말일자 통계 현황,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73
,,2024년01월,,,,,,2024년02월,,,,,,2024년03월,,,,,,2024년04월,,,,,,2024년05월,,,,,,2024년06월,,,,,,2024년07월,,,,,,2024년08월,,,,,,2024년09월,,,,,,2024년10월,,,,,,2024년11월,,,,,,2024년12월,,,,,
행정기관코드,행정기관,총 거주자수,세대수,세대당 인구,남자 인구수,여자 인구수,남여 비율,총 거주자수,세대수,세대당 인구,남자 인구수,여자 인구수,남여 비율,총 거주자수,세대수,세대당 인구,남자 인구수,여자 인구수,남여 비율,총 거주자수,세대수,세대당 인구,남자 인구수,여자 인구수,남여 비율,총 거주자수,세대수,세대당 인구,남자 인구수,여자 인구수,남여 비율,총 거주자수,세대수,세대당 인구,남자 인구수,여자 인구수,남여 비율,총 거주자수,세대수,세대당 인구,남자 인구수,여자 인구수,남여 비율,총 거주자수,세대수,세대당 인구,남자 인구수,여자 인구수,남여 비율,총 거주자수,세대수,세대당 인구,남자 인구수,여자 인구수,남여 비율,총 거주자수,세대수,세대당 인구,남자 인구수,여자 인구수,남여 비율,총 거주자수,세대수,세대당 인구,남자 인구수,여자 인구수,남여 비율,총 거주자수,세대수,세대당 인구,남자 인구수,여자 인구수,남여 비율
1100000000,서울특별시  ,"9,313,144","4,420,014",          2.11,"4,501,581","4,811,563",          0.94,"9,315,577","4,429,734",          2.10,"4,501,596","4,813,981",          0.94,"9,313,821","4,435,160",          2.10,"4,499,566","4,814,255",          0.93,"9,307,591","4,435,736",          2.10,"4,495,764","4,811,827",          0.93,"9,301,202","4,435,828",          2.10,"4,491,872","4,809,330",          0.93,"9,295,449","4,435,566",          2.10,"4,488,495","4,806,954",          0.93,"9,289,778","4,436,568",          2.09,"4,485,090","4,804,688",          0.93,"9,285,422","4,437,424",          2.09,"4,482,473","4,802,949",          0.93,"9,280,716","4,437,692",          2.09,"4,479,835","4,800,881",          0.93,"9,274,155","4,435,160",          2.09,"4,476,345","4,797,810",          0.93,"9,265,256","4,431,343",          2.09,"4,471,310","4,793,946",          0.93,"9,261,703","4,431,986",          2.09,"4,469,100","4,792,603",          0.93
1111000000,서울특별시 종로구 ,"137,560","70,773",          1.94,"66,277","71,283",          0.93,"137,674","70,981",          1.94,"66,321","71,353",          0.93,"137,725","71,107",          1.94,"66,298","71,427",          0.93,"137,684","71,200",          1.93,"66,218","71,466",          0.93,"137,601","71,201",          1.93,"66,186","71,415",          0.93,"137,455","71,131",          1.93,"66,092","71,363",          0.93,"137,363","71,168",          1.93,"66,044","71,319",          0.93,"137,210","71,126",          1.93,"65,942","71,268",          0.93,"137,172","71,105",          1.93,"65,941","71,231",          0.93,"137,071","71,030",          1.93,"65,890","71,181",          0.93,"136,856","70,975",          1.93,"65,751","71,105",          0.92,"136,624","70,923",          1.93,"65,656","70,968",          0.93
1114000000,서울특별시 중구 ,"119,762","63,554",          1.88,"57,829","61,933",          0.93,"119,883","63,788",          1.88,"57,902","61,981",          0.93,"120,067","63,951",          1.88,"57,960","62,107",          0.93,"120,090","64,052",          1.87,"57,940","62,150",          0.93,"120,017","64,064",          1.87,"57,883","62,134",          0.93,"119,941","64,089",          1.87,"57,775","62,166",          0.93,"119,879","64,167",          1.87,"57,738","62,141",          0.93,"119,895","64,208",          1.87,"57,706","62,189",          0.93,"119,801","64,216",          1.87,"57,643","62,158",          0.93,"119,726","64,183",          1.87,"57,615","62,111",          0.93,"119,415","63,964",          1.87,"57,416","61,999",          0.93,"119,053","63,858",          1.86,"57,205","61,848",          0.92
1117000000,서울특별시 용산구 ,"208,787","104,978",          1.99,"100,186","108,601",          0.92,"207,862","104,626",          1.99,"99,657","108,205",          0.92,"206,493","103,946",          1.99,"98,894","107,599",          0.92,"204,635","102,929",          1.99,"97,983","106,652",          0.92,"203,149","102,061",          1.99,"97,233","105,916",          0.92,"202,749","101,882",          1.99,"96,991","105,758",          0.92,"202,309","101,756",          1.99,"96,800","105,509",          0.92,"202,104","101,693",          1.99,"96,687","105,417",          0.92,"201,870","101,581",          1.99,"96,574","105,296",          0.92,"201,409","101,365",          1.99,"96,369","105,040",          0.92,"200,883","101,064",          1.99,"96,046","104,837",          0.92,"200,682","100,989",          1.99,"95,904","104,778",          0.92
1120000000,서울특별시 성동구 ,"274,893","131,437",          2.09,"133,265","141,628",          0.94,"274,757","131,655",          2.09,"133,155","141,602",          0.94,"274,765","131,828",          2.08,"133,107","141,658",          0.94,"274,664","131,769",          2.08,"133,045","141,619",          0.94,"274,581","131,803",          2.08,"132,985","141,596",          0.94,"274,398","131,698",          2.08,"132,817","141,581",          0.94,"273,997","131,564",          2.08,"132,640","141,357",          0.94,"273,594","131,431",          2.08,"132,403","141,191",          0.94,"273,206","131,305",          2.08,"132,141","141,065",          0.94,"272,807","131,090",          2.08,"131,984","140,823",          0.94,"272,158","130,748",          2.08,"131,674","140,484",          0.94,"271,522","130,445",          2.08,"131,306","140,216",          0.94
1121500000,서울특별시 광진구 ,"332,794","168,229",          1.98,"159,818","172,976",          0.92,"332,660","168,543",          1.97,"159,683","172,977",          0.92,"332,567","168,698",          1.97,"159,555","173,012",          0.92,"332,260","168,738",          1.97,"159,350","172,910",          0.92,"331,867","168,648",          1.97,"159,146","172,721",          0.92,"331,595","168,601",          1.97,"159,000","172,595",          0.92,"331,381","168,575",          1.97,"158,825","172,556",          0.92,"331,167","168,590",          1.96,"158,731","172,436",          0.92,"330,853","168,529",          1.96,"158,635","172,218",          0.92,"330,460","168,433",          1.96,"158,453","172,007",          0.92,"330,074","168,282",          1.96,"158,271","171,803",          0.92,"329,478","168,118",          1.96,"157,942","171,536",          0.92
1123000000,서울특별시 동대문구 ,"338,577","170,957",          1.98,"165,909","172,668",          0.96,"339,198","171,793",          1.97,"166,135","173,063",          0.96,"339,578","172,233",          1.97,"166,258","173,320",          0.96,"339,581","172,322",          1.97,"166,216","173,365",          0.96,"339,278","172,285",          1.97,"166,005","173,273",          0.96,"338,952","172,152",          1.97,"165,842","173,110",          0.96,"338,705","172,117",          1.97,"165,677","173,028",          0.96,"338,520","172,205",          1.97,"165,536","172,984",          0.96,"338,311","172,138",          1.97,"165,402","172,909",          0.96,"338,018","172,002",          1.97,"165,200","172,818",          0.96,"337,262","171,575",          1.97,"164,796","172,466",          0.96,"336,395","171,127",          1.97,"164,328","172,067",          0.96
1126000000,서울특별시 중랑구 ,"380,302","186,687",          2.04,"186,226","194,076",          0.96,"380,337","187,037",          2.03,"186,150","194,187",          0.96,"379,997","187,089",          2.03,"185,948","194,049",          0.96,"379,704","187,140",          2.03,"185,762","193,942",          0.96,"379,550","187,200",          2.03,"185,652","193,898",          0.96,"379,171","187,127",          2.03,"185,458","193,713",          0.96,"378,964","187,251",          2.02,"185,293","193,671",          0.96,"378,671","187,294",          2.02,"185,110","193,561",          0.96,"378,423","187,281",          2.02,"184,926","193,497",          0.96,"378,056","187,226",          2.02,"184,716","193,340",          0.96,"377,581","187,078",          2.02,"184,439","193,142",          0.95,"377,311","187,092",          2.02,"184,320","192,991",          0.96
1129000000,서울특별시 성북구 ,"422,053","194,486",          2.17,"202,361","219,692",          0.92,"421,995","194,995",          2.16,"202,298","219,697",          0.92,"422,042","195,448",          2.16,"202,256","219,786",          0.92,"421,821","195,444",          2.16,"202,092","219,729",          0.92,"421,484","195,361",          2.16,"201,917","219,567",          0.92,"421,357","195,375",          2.16,"201,890","219,467",          0.92,"421,011","195,326",          2.16,"201,748","219,263",          0.92,"420,920","195,448",          2.15,"201,721","219,199",          0.92,"420,609","195,434",          2.15,"201,542","219,067",          0.92,"419,952","195,091",          2.15,"201,235","218,717",          0.92,"419,391","194,834",          2.15,"200,918","218,473",          0.92,"418,793","194,566",          2.15,"200,606","218,187",          0.92
1130500000,서울특별시 강북구 ,"285,352","141,711",          2.01,"137,977","147,375",          0.94,"284,899","141,705",          2.01,"137,679","147,220",          0.94,"284,259","141,640",          2.01,"137,308","146,951",          0.93,"283,761","141,566",          2.00,"137,049","146,712",          0.93,"283,394","141,482",          2.00,"136,859","146,535",          0.93,"282,905","141,374",          2.00,"136,562","146,343",          0.93,"282,440","141,368",          2.00,"136,303","146,137",          0.93,"282,057","141,340",          2.00,"136,055","146,002",          0.93,"282,185","141,491",          1.99,"136,095","146,090",          0.93,"282,201","141,593",          1.99,"136,057","146,144",          0.93,"281,856","141,478",          1.99,"135,871","145,985",          0.93,"281,508","141,424",          1.99,"135,665","145,843",          0.93
1132000000,서울특별시 도봉구 ,"304,768","136,978",          2.22,"147,629","157,139",          0.94,"304,595","137,242",          2.22,"147,509","157,086",          0.94,"304,417","137,379",          2.22,"147,344","157,073",          0.94,"304,128","137,451",          2.21,"147,196","156,932",          0.94,"303,730","137,415",          2.21,"146,954","156,776",          0.94,"303,473","137,479",          2.21,"146,835","156,638",          0.94,"303,159","137,522",          2.20,"146,659","156,500",          0.94,"302,728","137,484",          2.20,"146,468","156,260",          0.94,"302,333","137,493",          2.20,"146,252","156,081",          0.94,"302,028","137,443",          2.20,"146,091","155,937",          0.94,"301,532","137,374",          2.19,"145,828","155,704",          0.94,"301,311","137,389",          2.19,"145,691","155,620",          0.94
1135000000,서울특별시 노원구 ,"494,907","215,844",          2.29,"237,453","257,454",          0.92,"494,769","216,450",          2.29,"237,351","257,418",          0.92,"494,727","217,066",          2.28,"237,331","257,396",          0.92,"494,076","216,992",          2.28,"236,949","257,127",          0.92,"493,521","216,947",          2.27,"236,638","256,883",          0.92,"492,859","216,789",          2.27,"236,264","256,595",          0.92,"492,114","216,679",          2.27,"235,888","256,226",          0.92,"491,548","216,597",          2.27,"235,576","255,972",          0.92,"491,169","216,793",          2.27,"235,419","255,750",          0.92,"490,265","216,550",          2.26,"234,984","255,281",          0.92,"489,783","216,431",          2.26,"234,754","255,029",          0.92,"488,972","216,217",          2.26,"234,351","254,621",          0.92
