※ 매월 말일자 통계 현황,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37
,,2023년07월,,,,,,2023년08월,,,,,,2023년09월,,,,,,2023년10월,,,,,,2023년11월,,,,,,2023년12월,,,,,
행정기관코드,행정기관,총 거주자수,세대수,세대당 인구,남자 인구수,여자 인구수,남여 비율,총 거주자수,세대수,세대당 인구,남자 인구수,여자 인구수,남여 비율,총 거주자수,세대수,세대당 인구,남자 인구수,여자 인구수,남여 비율,총 거주자수,세대수,세대당 인구,남자 인구수,여자 인구수,남여 비율,총 거주자수,세대수,세대당 인구,남자 인구수,여자 인구수,남여 비율,총 거주자수,세대수,세대당 인구,남자 인구수,여자 인구수,남여 비율
1100000000,서울특별시  ,"9,338,364","4,418,758",          2.11,"4,518,337","4,820,027",          0.94,"9,336,794","4,421,525",          2.11,"4,516,757","4,820,037",          0.94,"9,335,193","4,423,811",          2.11,"4,515,448","4,819,745",          0.94,"9,329,641","4,422,202",          2.11,"4,511,989","4,817,652",          0.94,"9,319,129","4,417,758",          2.11,"4,505,847","4,813,282",          0.94,"9,314,535","4,418,098",          2.11,"4,503,033","4,811,502",          0.94
1111000000,서울특별시 종로구 ,"138,372","71,092",          1.95,"66,791","71,581",          0.93,"138,205","71,045",          1.95,"66,732","71,473",          0.93,"138,125","70,985",          1.95,"66,680","71,445",          0.93,"137,806","70,827",          1.95,"66,527","71,279",          0.93,"137,627","70,690",          1.95,"66,405","71,222",          0.93,"137,565","70,712",          1.95,"66,321","71,244",          0.93
1114000000,서울특별시 중구 ,"119,765","63,146",          1.90,"58,013","61,752",          0.94,"119,809","63,257",          1.89,"57,970","61,839",          0.94,"119,734","63,310",          1.89,"57,922","61,812",          0.94,"119,699","63,354",          1.89,"57,895","61,804",          0.94,"119,648","63,352",          1.89,"57,793","61,855",          0.93,"119,749","63,497",          1.89,"57,833","61,916",          0.93
1117000000,서울특별시 용산구 ,"213,561","107,270",          1.99,"102,601","110,960",          0.92,"213,078","107,127",          1.99,"102,380","110,698",          0.92,"212,674","106,952",          1.99,"102,186","110,488",          0.92,"212,040","106,587",          1.99,"101,836","110,204",          0.92,"210,967","106,010",          1.99,"101,299","109,668",          0.92,"209,747","105,464",          1.99,"100,690","109,057",          0.92
1120000000,서울특별시 성동구 ,"276,918","131,886",          2.10,"134,403","142,515",          0.94,"276,542","131,863",          2.10,"134,198","142,344",          0.94,"276,169","131,804",          2.10,"134,000","142,169",          0.94,"275,835","131,696",          2.09,"133,837","141,998",          0.94,"275,498","131,620",          2.09,"133,619","141,879",          0.94,"275,163","131,535",          2.09,"133,387","141,776",          0.94
1121500000,서울특별시 광진구 ,"333,563","168,031",          1.99,"160,387","173,176",          0.93,"333,863","168,310",          1.98,"160,482","173,381",          0.93,"334,067","168,522",          1.98,"160,571","173,496",          0.93,"333,826","168,469",          1.98,"160,377","173,449",          0.92,"333,295","168,270",          1.98,"160,078","173,217",          0.92,"333,004","168,206",          1.98,"159,930","173,074",          0.92
1123000000,서울특별시 동대문구 ,"336,309","170,186",          1.98,"165,011","171,298",          0.96,"337,996","170,932",          1.98,"165,803","172,193",          0.96,"338,937","171,379",          1.98,"166,218","172,719",          0.96,"339,242","171,315",          1.98,"166,331","172,911",          0.96,"339,073","171,100",          1.98,"166,210","172,863",          0.96,"338,731","170,988",          1.98,"166,012","172,719",          0.96
1126000000,서울특별시 중랑구 ,"381,463","186,177",          2.05,"187,153","194,310",          0.96,"380,851","186,082",          2.05,"186,804","194,047",          0.96,"380,590","186,117",          2.04,"186,569","194,021",          0.96,"380,251","186,139",          2.04,"186,382","193,869",          0.96,"379,856","186,065",          2.04,"186,081","193,775",          0.96,"380,154","186,490",          2.04,"186,190","193,964",          0.96
1129000000,서울특별시 성북구 ,"425,579","195,608",          2.18,"204,231","221,348",          0.92,"425,199","195,600",          2.17,"204,061","221,138",          0.92,"424,759","195,540",          2.17,"203,772","220,987",          0.92,"424,029","195,256",          2.17,"203,401","220,628",          0.92,"423,395","194,995",          2.17,"203,068","220,327",          0.92,"422,728","194,760",          2.17,"202,704","220,024",          0.92
1130500000,서울특별시 강북구 ,"288,716","142,577",          2.02,"139,881","148,835",          0.94,"288,300","142,519",          2.02,"139,614","148,686",          0.94,"287,887","142,459",          2.02,"139,379","148,508",          0.94,"287,244","142,273",          2.02,"139,038","148,206",          0.94,"286,596","142,093",          2.02,"138,686","147,910",          0.94,"285,969","141,856",          2.02,"138,350","147,619",          0.94
1132000000,서울특별시 도봉구 ,"306,514","136,697",          2.24,"148,685","157,829",          0.94,"306,057","136,747",          2.24,"148,389","157,668",          0.94,"305,826","136,858",          2.23,"148,268","157,558",          0.94,"305,575","136,889",          2.23,"148,135","157,440",          0.94,"305,080","136,727",          2.23,"147,840","157,240",          0.94,"304,991","136,855",          2.23,"147,751","157,240",          0.94
1135000000,서울특별시 노원구 ,"497,712","216,361",          2.30,"238,987","258,725",          0.92,"497,523","216,442",          2.30,"238,903","258,620",          0.92,"497,613","216,732",          2.30,"238,929","258,684",          0.92,"497,210","216,672",          2.29,"238,631","258,579",          0.92,"496,615","216,471",          2.29,"238,323","258,292",          0.92,"495,867","216,284",          2.29,"237,947","257,920",          0.92
1138000000,서울특별시 은평구 ,"460,475","211,892",          2.17,"218,890","241,585",          0.91,"462,742","212,913",          2.17,"219,897","242,845",          0.91,"463,851","213,491",          2.17,"220,414","243,437",          0.91,"464,093","213,600",          2.17,"220,447","243,646",          0.90,"463,864","213,545",          2.17,"220,307","243,557",          0.90,"463,670","213,576",          2.17,"220,237","243,433",          0.90
1141000000,서울특별시 서대문구 ,"305,248","145,390",          2.10,"145,150","160,098",          0.91,"305,042","145,468",          2.10,"145,034","160,008",          0.91,"304,821","145,536",          2.09,"144,865","159,956",          0.91,"304,359","145,317",          2.09,"144,598","159,761",          0.91,"303,982","145,143",          2.09,"144,361","159,621",          0.90,"303,630","145,052",          2.09,"144,161","159,469",          0.90
1144000000,서울특별시 마포구 ,"361,718","178,839",          2.02,"169,169","192,549",          0.88,"361,314","178,856",          2.02,"168,895","192,419",          0.88,"361,018","178,879",          2.02,"168,746","192,272",          0.88,"360,772","178,791",          2.02,"168,623","192,149",          0.88,"360,623","178,736",          2.02,"168,560","192,063",          0.88,"360,473","178,783",          2.02,"168,445","192,028",          0.88
1147000000,서울특별시 양천구 ,"435,575","179,461",          2.43,"212,652","222,923",          0.95,"435,126","179,346",          2.43,"212,471","222,655",          0.95,"434,864","179,287",          2.43,"212,317","222,547",          0.95,"434,706","179,295",          2.42,"212,181","222,525",          0.95,"433,865","178,952",          2.42,"211,695","222,170",          0.95,"433,427","178,864",          2.42,"211,446","221,981",          0.95
1150000000,서울특별시 강서구 ,"563,189","272,366",          2.07,"269,886","293,303",          0.92,"562,035","272,183",          2.06,"269,260","292,775",          0.92,"561,187","272,012",          2.06,"268,842","292,345",          0.92,"560,547","271,839",          2.06,"268,520","292,027",          0.92,"560,412","271,868",          2.06,"268,457","291,955",          0.92,"559,884","271,841",          2.06,"268,161","291,723",          0.92
1153000000,서울특별시 구로구 ,"392,689","183,051",          2.15,"192,572","200,117",          0.96,"392,323","182,938",          2.14,"192,411","199,912",          0.96,"391,897","182,929",          2.14,"192,160","199,737",          0.96,"391,457","182,759",          2.14,"191,870","199,587",          0.96,"390,953","182,672",          2.14,"191,574","199,379",          0.96,"390,393","182,582",          2.14,"191,251","199,142",          0.96
1154500000,서울특별시 금천구 ,"227,613","119,418",          1.91,"114,448","113,165",          1.01,"227,384","119,486",          1.90,"114,296","113,088",          1.01,"227,142","119,442",          1.90,"114,151","112,991",          1.01,"226,867","119,397",          1.90,"113,994","112,873",          1.01,"226,259","119,109",          1.90,"113,661","112,598",          1.01,"226,046","119,186",          1.90,"113,525","112,521",          1.01
1156000000,서울특별시 영등포구 ,"372,897","188,264",          1.98,"182,824","190,073",          0.96,"372,444","188,256",          1.98,"182,513","189,931",          0.96,"372,513","188,519",          1.98,"182,512","190,001",          0.96,"372,307","188,557",          1.97,"182,407","189,900",          0.96,"371,910","188,410",          1.97,"182,161","189,749",          0.96,"371,824","188,577",          1.97,"182,114","189,710",          0.96
1159000000,서울특별시 동작구 ,"377,845","185,207",          2.04,"182,805","195,040",          0.94,"377,772","185,288",          2.04,"182,747","195,025",          0.94,"377,452","185,318",          2.04,"182,567","194,885",          0.94,"377,019","185,184",          2.04,"182,346","194,673",          0.94,"376,622","185,059",          2.04,"182,165","194,457",          0.94,"376,201","184,905",          2.03,"181,899","194,302",          0.94
1162000000,서울특별시 관악구 ,"483,158","283,744",          1.70,"242,814","240,344",          1.01,"482,522","283,554",          1.70,"242,565","239,957",          1.01,"481,717","283,230",          1.70,"242,228","239,489",          1.01,"480,552","282,673",          1.70,"241,731","238,821",          1.01,"479,285","282,014",          1.70,"241,048","238,237",          1.01,"478,586","281,842",          1.70,"240,737","237,849",          1.01
1165000000,서울특별시 서초구 ,"400,240","165,983",          2.41,"190,754","209,486",          0.91,"400,142","166,080",          2.41,"190,671","209,471",          0.91,"401,983","166,813",          2.41,"191,548","210,435",          0.91,"403,466","167,304",          2.41,"192,272","211,194",          0.91,"403,728","167,263",          2.41,"192,370","211,358",          0.91,"403,311","167,100",          2.41,"192,143","211,168",          0.91
1168000000,서울특별시 강남구 ,"531,553","232,508",          2.29,"254,048","277,505",          0.92,"533,445","233,380",          2.29,"254,886","278,559",          0.92,"533,697","233,536",          2.29,"255,094","278,603",          0.92,"534,389","233,690",          2.29,"255,378","279,011",          0.92,"533,951","233,432",          2.29,"255,174","278,777",          0.92,"537,657","234,712",          2.29,"256,959","280,698",          0.92
1171000000,서울특별시 송파구 ,"652,079","282,952",          2.30,"313,499","338,580",          0.93,"651,654","283,096",          2.30,"313,272","338,382",          0.93,"651,253","283,153",          2.30,"313,025","338,228",          0.93,"650,908","283,124",          2.30,"312,834","338,074",          0.93,"650,286","282,970",          2.30,"312,390","337,896",          0.92,"649,646","282,925",          2.30,"312,107","337,539",          0.92
