※ 매월 말일자 통계 현황,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55
,,2024년07월,,,,,,,,,2024년08월,,,,,,,,,2024년09월,,,,,,,,,2024년10월,,,,,,,,,2024년11월,,,,,,,,,2024년12월,,,,,,,,
,,전월인구수,,,당월인구수,,,인구증감,,,전월인구수,,,당월인구수,,,인구증감,,,전월인구수,,,당월인구수,,,인구증감,,,전월인구수,,,당월인구수,,,인구증감,,,전월인구수,,,당월인구수,,,인구증감,,,전월인구수,,,당월인구수,,,인구증감,,
행정기관코드,행정기관,남자인구수,여자인구수,계,남자인구수,여자인구수,계,남자인구수,여자인구수,계,남자인구수,여자인구수,계,남자인구수,여자인구수,계,남자인구수,여자인구수,계,남자인구수,여자인구수,계,남자인구수,여자인구수,계,남자인구수,여자인구수,계,남자인구수,여자인구수,계,남자인구수,여자인구수,계,남자인구수,여자인구수,계,남자인구수,여자인구수,계,남자인구수,여자인구수,계,남자인구수,여자인구수,계,남자인구수,여자인구수,계,남자인구수,여자인구수,계,남자인구수,여자인구수,계
1000000000,전국  ,"25,532,696","25,738,784","51,271,480","25,528,507","25,736,731","51,265,238","-4,189","-2,053","-6,242","25,528,507","25,736,731","51,265,238","25,522,808","25,733,703","51,256,511","-5,699","-3,028","-8,727","25,522,808","25,733,703","51,256,511","25,517,454","25,730,779","51,248,233","-5,354","-2,924","-8,278","25,517,454","25,730,779","51,248,233","25,511,290","25,727,160","51,238,450","-6,164","-3,619","-9,783","25,511,290","25,727,160","51,238,450","25,504,176","25,722,581","51,226,757","-7,114","-4,579","-11,693","25,504,176","25,722,581","51,226,757","25,498,324","25,718,897","51,217,221","-5,852","-3,684","-9,536"
1100000000,서울특별시  ,"4,524,862","4,841,421","9,366,283","4,521,316","4,839,084","9,360,400","-3,546","-2,337","-5,883","4,521,316","4,839,084","9,360,400","4,518,536","4,837,265","9,355,801","-2,780","-1,819","-4,599","4,518,536","4,837,265","9,355,801","4,515,791","4,835,204","9,350,995","-2,745","-2,061","-4,806","4,515,791","4,835,204","9,350,995","4,511,734","4,831,570","9,343,304","-4,057","-3,634","-7,691","4,511,734","4,831,570","9,343,304","4,507,664","4,827,831","9,335,495","-4,070","-3,739","-7,809","4,507,664","4,827,831","9,335,495","4,505,355","4,826,473","9,331,828","-2,309","-1,358","-3,667"
1111000000,서울특별시 종로구 ,"67,005","72,184","139,189","66,956","72,137","139,093",-49,-47,-96,"66,956","72,137","139,093","66,851","72,078","138,929",-105,-59,-164,"66,851","72,078","138,929","66,846","72,033","138,879",-5,-45,-50,"66,846","72,033","138,879","66,783","71,977","138,760",-63,-56,-119,"66,783","71,977","138,760","66,673","71,904","138,577",-110,-73,-183,"66,673","71,904","138,577","66,570","71,766","138,336",-103,-138,-241
1114000000,서울특별시 중구 ,"58,582","62,893","121,475","58,546","62,861","121,407",-36,-32,-68,"58,546","62,861","121,407","58,512","62,907","121,419",-34,46,12,"58,512","62,907","121,419","58,447","62,877","121,324",-65,-30,-95,"58,447","62,877","121,324","58,405","62,819","121,224",-42,-58,-100,"58,405","62,819","121,224","58,247","62,684","120,931",-158,-135,-293,"58,247","62,684","120,931","58,015","62,529","120,544",-232,-155,-387
1117000000,서울특별시 용산구 ,"98,564","107,497","206,061","98,357","107,246","205,603",-207,-251,-458,"98,357","107,246","205,603","98,242","107,148","205,390",-115,-98,-213,"98,242","107,148","205,390","98,118","107,027","205,145",-124,-121,-245,"98,118","107,027","205,145","97,840","106,623","204,463",-278,-404,-682,"97,840","106,623","204,463","97,628","106,451","204,079",-212,-172,-384,"97,628","106,451","204,079","97,469","106,385","203,854",-159,-66,-225
1120000000,서울특별시 성동구 ,"133,939","142,658","276,597","133,758","142,436","276,194",-181,-222,-403,"133,758","142,436","276,194","133,520","142,258","275,778",-238,-178,-416,"133,520","142,258","275,778","133,271","142,132","275,403",-249,-126,-375,"133,271","142,132","275,403","133,097","141,869","274,966",-174,-263,-437,"133,097","141,869","274,966","132,769","141,518","274,287",-328,-351,-679,"132,769","141,518","274,287","132,409","141,260","273,669",-360,-258,-618
1121500000,서울특별시 광진구 ,"160,329","173,830","334,159","160,153","173,793","333,946",-176,-37,-213,"160,153","173,793","333,946","160,056","173,668","333,724",-97,-125,-222,"160,056","173,668","333,724","159,948","173,455","333,403",-108,-213,-321,"159,948","173,455","333,403","159,732","173,210","332,942",-216,-245,-461,"159,732","173,210","332,942","159,576","172,995","332,571",-156,-215,-371,"159,576","172,995","332,571","159,237","172,726","331,963",-339,-269,-608
