※ 매월 말일자 통계 현황,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37
,,2024년07월,,,,,,2024년08월,,,,,,2024년09월,,,,,,2024년10월,,,,,,2024년11월,,,,,,2024년12월,,,,,
행정기관코드,행정기관,총 거주자수,세대수,세대당 인구,남자 인구수,여자 인구수,남여 비율,총 거주자수,세대수,세대당 인구,남자 인구수,여자 인구수,남여 비율,총 거주자수,세대수,세대당 인구,남자 인구수,여자 인구수,남여 비율,총 거주자수,세대수,세대당 인구,남자 인구수,여자 인구수,남여 비율,총 거주자수,세대수,세대당 인구,남자 인구수,여자 인구수,남여 비율,총 거주자수,세대수,세대당 인구,남자 인구수,여자 인구수,남여 비율
4684000000,전라남도 무안군 ,"90,663","43,875",          2.07,"45,554","45,109",          1.01,"91,439","44,246",          2.07,"45,918","45,521",          1.01,"91,861","44,482",          2.07,"46,112","45,749",          1.01,"92,194","44,620",          2.07,"46,317","45,877",          1.01,"92,327","44,683",          2.07,"46,369","45,958",          1.01,"92,533","44,740",          2.07,"46,445","46,088",          1.01
4686000000,전라남도 함평군 ,"30,212","17,911",          1.69,"15,346","14,866",          1.03,"30,141","17,885",          1.69,"15,310","14,831",          1.03,"30,039","17,830",          1.68,"15,271","14,768",          1.03,"29,986","17,790",          1.69,"15,240","14,746",          1.03,"29,948","17,772",          1.69,"15,213","14,735",          1.03,"29,942","17,779",          1.68,"15,214","14,728",          1.03
4687000000,전라남도 영광군 ,"51,240","27,454",          1.87,"25,635","25,605",          1.00,"51,334","27,510",          1.87,"25,665","25,669",          1.00,"51,590","27,631",          1.87,"25,788","25,802",          1.00,"51,849","27,748",          1.87,"25,929","25,920",          1.00,"51,903","27,774",          1.87,"25,958","25,945",          1.00,"51,999","27,814",          1.87,"26,003","25,996",          1.00
4688000000,전라남도 장성군 ,"42,165","23,302",          1.81,"21,635","20,530",          1.05,"42,095","23,246",          1.81,"21,594","20,501",          1.05,"42,048","23,225",          1.81,"21,598","20,450",          1.06,"41,976","23,170",          1.81,"21,545","20,431",          1.05,"42,004","23,163",          1.81,"21,533","20,471",          1.05,"41,941","23,109",          1.81,"21,495","20,446",          1.05
4689000000,전라남도 완도군 ,"45,897","25,388",          1.81,"23,188","22,709",          1.02,"45,794","25,363",          1.81,"23,150","22,644",          1.02,"45,723","25,310",          1.81,"23,102","22,621",          1.02,"45,630","25,264",          1.81,"23,056","22,574",          1.02,"45,585","25,273",          1.80,"23,033","22,552",          1.02,"45,519","25,262",          1.80,"23,006","22,513",          1.02
4690000000,전라남도 진도군 ,"28,639","16,453",          1.74,"14,225","14,414",          0.99,"28,624","16,484",          1.74,"14,215","14,409",          0.99,"28,557","16,424",          1.74,"14,180","14,377",          0.99,"28,505","16,412",          1.74,"14,168","14,337",          0.99,"28,472","16,395",          1.74,"14,156","14,316",          0.99,"28,397","16,366",          1.74,"14,129","14,268",          0.99
4691000000,전라남도 신안군 ,"38,082","21,897",          1.74,"20,518","17,564",          1.17,"38,077","21,879",          1.74,"20,519","17,558",          1.17,"38,034","21,862",          1.74,"20,508","17,526",          1.17,"37,989","21,859",          1.74,"20,488","17,501",          1.17,"38,001","21,856",          1.74,"20,514","17,487",          1.17,"38,073","21,875",          1.74,"20,557","17,516",          1.17
4700000000,경상북도  ,"2,534,763","1,285,474",          1.97,"1,281,253","1,253,510",          1.02,"2,532,771","1,285,578",          1.97,"1,280,434","1,252,337",          1.02,"2,530,716","1,285,909",          1.97,"1,279,423","1,251,293",          1.02,"2,528,802","1,286,048",          1.97,"1,278,415","1,250,387",          1.02,"2,526,655","1,285,917",          1.96,"1,277,391","1,249,264",          1.02,"2,524,150","1,285,512",          1.96,"1,276,070","1,248,080",          1.02
4711000000,경상북도 포항시 ,"490,957","235,123",          2.09,"249,332","241,625",          1.03,"490,772","235,360",          2.09,"249,255","241,517",          1.03,"490,607","235,524",          2.08,"249,162","241,445",          1.03,"490,452","235,603",          2.08,"249,030","241,422",          1.03,"490,336","235,735",          2.08,"249,009","241,327",          1.03,"490,254","236,028",          2.08,"248,929","241,325",          1.03
4711100000,경상북도 포항시 남구 ,"222,031","109,518",          2.03,"115,312","106,719",          1.08,"221,694","109,518",          2.02,"115,130","106,564",          1.08,"221,485","109,586",          2.02,"115,031","106,454",          1.08,"221,282","109,543",          2.02,"114,910","106,372",          1.08,"221,012","109,507",          2.02,"114,782","106,230",          1.08,"219,948","109,178",          2.01,"114,195","105,753",          1.08
4711300000,경상북도 포항시 북구 ,"268,926","125,605",          2.14,"134,020","134,906",          0.99,"269,078","125,842",          2.14,"134,125","134,953",          0.99,"269,122","125,938",          2.14,"134,131","134,991",          0.99,"269,170","126,060",          2.14,"134,120","135,050",          0.99,"269,324","126,228",          2.13,"134,227","135,097",          0.99,"270,306","126,850",          2.13,"134,734","135,572",          0.99
4713000000,경상북도 경주시 ,"244,814","124,313",          1.97,"122,588","122,226",          1.00,"244,690","124,327",          1.97,"122,520","122,170",          1.00,"244,586","124,398",          1.97,"122,458","122,128",          1.00,"244,504","124,450",          1.96,"122,408","122,096",          1.00,"244,268","124,424",          1.96,"122,304","121,964",          1.00,"243,935","124,303",          1.96,"122,104","121,831",          1.00
