※ 매월 말일자 통계 현황,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25
,,2026년01월,,,,,,2026년02월,,,,,,2026년03월,,,,,,2026년04월,,,,,
행정기관코드,행정기관,총 거주자수,세대수,세대당 인구,남자 인구수,여자 인구수,남여 비율,총 거주자수,세대수,세대당 인구,남자 인구수,여자 인구수,남여 비율,총 거주자수,세대수,세대당 인구,남자 인구수,여자 인구수,남여 비율,총 거주자수,세대수,세대당 인구,남자 인구수,여자 인구수,남여 비율
4717000000,경상북도 안동시 ,"151,860","80,478",          1.89,"75,159","76,701",          0.98,"151,460","80,330",          1.89,"74,936","76,524",          0.98,"151,808","80,931",          1.88,"75,214","76,594",          0.98,"152,190","81,412",          1.87,"75,470","76,720",          0.98
4719000000,경상북도 구미시 ,"402,503","192,181",          2.09,"207,790","194,713",          1.07,"402,103","192,520",          2.09,"207,598","194,505",          1.07,"402,112","193,338",          2.08,"207,774","194,338",          1.07,"401,993","193,715",          2.08,"207,729","194,264",          1.07
4721000000,경상북도 영주시 ,"96,823","51,145",          1.89,"48,134","48,689",          0.99,"96,593","51,078",          1.89,"48,017","48,576",          0.99,"96,478","51,168",          1.89,"48,006","48,472",          0.99,"96,358","51,226",          1.88,"47,951","48,407",          0.99
4723000000,경상북도 영천시 ,"94,754","53,655",          1.77,"48,450","46,304",          1.05,"94,568","53,675",          1.76,"48,352","46,216",          1.05,"94,446","53,721",          1.76,"48,307","46,139",          1.05,"94,296","53,672",          1.76,"48,206","46,090",          1.05
4725000000,경상북도 상주시 ,"89,627","48,610",          1.84,"44,223","45,404",          0.97,"89,432","48,613",          1.84,"44,131","45,301",          0.97,"89,407","48,724",          1.83,"44,201","45,206",          0.98,"89,296","48,747",          1.83,"44,136","45,160",          0.98
4728000000,경상북도 문경시 ,"64,967","35,848",          1.81,"31,976","32,991",          0.97,"64,767","35,798",          1.81,"31,867","32,900",          0.97,"64,681","35,880",          1.80,"31,812","32,869",          0.97,"64,650","35,909",          1.80,"31,794","32,856",          0.97
4729000000,경상북도 경산시 ,"262,566","130,964",          2.00,"131,654","130,912",          1.01,"262,519","131,321",          2.00,"131,624","130,895",          1.01,"262,690","131,915",          1.99,"131,722","130,968",          1.01,"262,740","132,346",          1.99,"131,776","130,964",          1.01
4773000000,경상북도 의성군 ,"47,773","28,962",          1.65,"23,991","23,782",          1.01,"47,763","28,958",          1.65,"24,011","23,752",          1.01,"47,717","28,986",          1.65,"24,003","23,714",          1.01,"47,726","29,019",          1.64,"24,004","23,722",          1.01
4775000000,경상북도 청송군 ,"23,290","13,880",          1.68,"11,763","11,527",          1.02,"23,279","13,876",          1.68,"11,764","11,515",          1.02,"23,249","13,890",          1.67,"11,744","11,505",          1.02,"23,221","13,868",          1.67,"11,709","11,512",          1.02
4776000000,경상북도 영양군 ,"15,980","9,161",          1.74,"8,014","7,966",          1.01,"15,969","9,167",          1.74,"8,023","7,946",          1.01,"15,988","9,189",          1.74,"8,054","7,934",          1.02,"15,973","9,195",          1.74,"8,060","7,913",          1.02
4777000000,경상북도 영덕군 ,"32,553","19,300",          1.69,"15,628","16,925",          0.92,"32,516","19,283",          1.69,"15,609","16,907",          0.92,"32,468","19,305",          1.68,"15,600","16,868",          0.92,"32,462","19,300",          1.68,"15,611","16,851",          0.93
4782000000,경상북도 청도군 ,"40,028","23,485",          1.70,"19,989","20,039",          1.00,"40,033","23,501",          1.70,"20,000","20,033",          1.00,"40,038","23,573",          1.70,"20,034","20,004",          1.00,"40,049","23,613",          1.70,"20,070","19,979",          1.00
4783000000,경상북도 고령군 ,"29,584","17,295",          1.71,"15,300","14,284",          1.07,"29,560","17,303",          1.71,"15,298","14,262",          1.07,"29,543","17,315",          1.71,"15,292","14,251",          1.07,"29,586","17,365",          1.70,"15,315","14,271",          1.07
4784000000,경상북도 성주군 ,"40,545","23,863",          1.70,"21,215","19,330",          1.10,"40,480","23,845",          1.70,"21,189","19,291",          1.10,"40,465","23,897",          1.69,"21,177","19,288",          1.10,"40,452","23,886",          1.69,"21,177","19,275",          1.10
4785000000,경상북도 칠곡군 ,"104,228","53,165",          1.96,"54,857","49,371",          1.11,"103,986","53,191",          1.95,"54,762","49,224",          1.11,"103,637","53,154",          1.95,"54,567","49,070",          1.11,"103,458","53,185",          1.95,"54,485","48,973",          1.11
4790000000,경상북도 예천군 ,"53,770","27,920",          1.93,"26,601","27,169",          0.98,"53,700","27,920",          1.92,"26,595","27,105",          0.98,"53,563","27,872",          1.92,"26,530","27,033",          0.98,"53,425","27,804",          1.92,"26,468","26,957",          0.98
4792000000,경상북도 봉화군 ,"28,114","16,351",          1.72,"14,358","13,756",          1.04,"28,021","16,316",          1.72,"14,332","13,689",          1.05,"28,036","16,359",          1.71,"14,330","13,706",          1.05,"28,023","16,369",          1.71,"14,331","13,692",          1.05
4793000000,경상북도 울진군 ,"45,751","25,719",          1.78,"23,359","22,392",          1.04,"45,860","25,784",          1.78,"23,415","22,445",          1.04,"45,927","25,896",          1.77,"23,495","22,432",          1.05,"45,978","25,961",          1.77,"23,556","22,422",          1.05
4794000000,경상북도 울릉군 ,"8,678","5,436",          1.60,"4,873","3,805",          1.28,"8,695","5,472",          1.59,"4,895","3,800",          1.29,"8,715","5,486",          1.59,"4,905","3,810",          1.29,"8,718","5,503",          1.58,"4,914","3,804",          1.29
4800000000,경상남도  ,"3,196,772","1,541,540",          2.07,"1,611,331","1,585,441",          1.02,"3,192,413","1,543,200",          2.07,"1,609,289","1,583,124",          1.02,"3,189,867","1,546,661",          2.06,"1,608,211","1,581,656",          1.02,"3,189,203","1,548,124",          2.06,"1,607,809","1,581,394",          1.02
4812000000,경상남도 창원시 ,"987,445","459,819",          2.15,"499,288","488,157",          1.02,"985,971","460,187",          2.14,"498,598","487,373",          1.02,"984,791","460,894",          2.14,"498,012","486,779",          1.02,"984,384","461,247",          2.13,"497,745","486,639",          1.02
4812100000,경상남도 창원시 의창구 ,"206,517","97,156",          2.13,"104,917","101,600",          1.03,"206,466","97,340",          2.12,"104,945","101,521",          1.03,"207,369","97,909",          2.12,"105,394","101,975",          1.03,"207,639","98,193",          2.11,"105,538","102,101",          1.03
4812300000,경상남도 창원시 성산구 ,"246,480","109,189",          2.26,"125,671","120,809",          1.04,"246,425","109,367",          2.25,"125,699","120,726",          1.04,"245,581","109,285",          2.25,"125,249","120,332",          1.04,"245,426","109,328",          2.24,"125,163","120,263",          1.04
4812500000,경상남도 창원시 마산합포구 ,"175,063","86,129",          2.03,"86,642","88,421",          0.98,"174,811","86,211",          2.03,"86,512","88,299",          0.98,"174,570","86,374",          2.02,"86,371","88,199",          0.98,"174,431","86,379",          2.02,"86,276","88,155",          0.98
4812700000,경상남도 창원시 마산회원구 ,"175,356","82,322",          2.13,"87,203","88,153",          0.99,"174,896","82,320",          2.12,"86,981","87,915",          0.99,"174,273","82,326",          2.12,"86,688","87,585",          0.99,"174,078","82,330",          2.11,"86,577","87,501",          0.99
4812900000,경상남도 창원시 진해구 ,"184,029","85,023",          2.16,"94,855","89,174",          1.06,"183,373","84,949",          2.16,"94,461","88,912",          1.06,"182,998","85,000",          2.15,"94,310","88,688",          1.06,"182,810","85,017",          2.15,"94,191","88,619",          1.06
4817000000,경상남도 진주시 ,"334,649","161,378",          2.07,"165,272","169,377",          0.98,"334,425","161,796",          2.07,"165,167","169,258",          0.98,"334,640","162,732",          2.06,"165,275","169,365",          0.98,"334,403","162,852",          2.05,"165,134","169,269",          0.98
4822000000,경상남도 통영시 ,"116,136","58,955",          1.97,"58,307","57,829",          1.01,"115,921","59,007",          1.96,"58,210","57,711",          1.01,"115,687","59,010",          1.96,"58,097","57,590",          1.01,"115,550","59,033",          1.96,"58,014","57,536",          1.01
4824000000,경상남도 사천시 ,"107,640","55,853",          1.93,"54,627","53,013",          1.03,"107,577","55,947",          1.92,"54,602","52,975",          1.03,"107,470","56,095",          1.92,"54,559","52,911",          1.03,"107,491","56,187",          1.91,"54,601","52,890",          1.03
4824500000,경상남도 사천남양출장소 ,0,0,          0.00,0,0,          0.00,0,0,          0.00,0,0,          0.00,0,0,          0.00,0,0,          0.00,0,0,          0.00,0,0,          0.00
4825000000,경상남도 김해시 ,"531,853","237,796",          2.24,"268,875","262,978",          1.02,"531,305","238,240",          2.23,"268,611","262,694",          1.02,"531,001","238,808",          2.22,"268,419","262,582",          1.02,"531,292","239,269",          2.22,"268,531","262,761",          1.02
4825200000,경상남도 장유출장소 ,0,0,          0.00,0,0,          0.00,0,0,          0.00,0,0,          0.00,0,0,          0.00,0,0,          0.00,0,0,          0.00,0,0,          0.00
4827000000,경상남도 밀양시 ,"98,735","53,783",          1.84,"49,013","49,722",          0.99,"98,547","53,790",          1.83,"48,910","49,637",          0.99,"98,419","53,935",          1.82,"48,843","49,576",          0.99,"98,379","53,990",          1.82,"48,842","49,537",          0.99
4831000000,경상남도 거제시 ,"229,987","106,226",          2.17,"120,679","109,308",          1.10,"229,243","106,265",          2.16,"120,332","108,911",          1.10,"228,717","106,372",          2.15,"120,075","108,642",          1.11,"228,639","106,481",          2.15,"120,019","108,620",          1.10
4833000000,경상남도 양산시 ,"360,500","165,415",          2.18,"180,446","180,054",          1.00,"360,484","165,696",          2.18,"180,398","180,086",          1.00,"360,382","165,965",          2.17,"180,477","179,905",          1.00,"360,544","166,157",          2.17,"180,535","180,009",          1.00
4833200000,경상남도 양산시웅상출장소 ,0,0,          0.00,0,0,          0.00,0,0,          0.00,0,0,          0.00,0,0,          0.00,0,0,          0.00,0,0,          0.00,0,0,          0.00
4872000000,경상남도 의령군 ,"24,538","14,749",          1.66,"12,293","12,245",          1.00,"24,478","14,734",          1.66,"12,264","12,214",          1.00,"24,451","14,745",          1.66,"12,244","12,207",          1.00,"24,451","14,758",          1.66,"12,255","12,196",          1.00
4873000000,경상남도 함안군 ,"57,392","29,788",          1.93,"29,445","27,947",          1.05,"57,191","29,773",          1.92,"29,372","27,819",          1.06,"57,057","29,778",          1.92,"29,317","27,740",          1.06,"56,973","29,781",          1.91,"29,289","27,684",          1.06
4874000000,경상남도 창녕군 ,"54,814","31,782",          1.72,"27,577","27,237",          1.01,"54,772","31,793",          1.72,"27,573","27,199",          1.01,"54,634","31,788",          1.72,"27,508","27,126",          1.01,"54,535","31,741",          1.72,"27,459","27,076",          1.01
4882000000,경상남도 고성군 ,"46,909","26,240",          1.79,"23,813","23,096",          1.03,"46,791","26,231",          1.78,"23,736","23,055",          1.03,"46,733","26,259",          1.78,"23,713","23,020",          1.03,"46,739","26,274",          1.78,"23,729","23,010",          1.03
4884000000,경상남도 남해군 ,"40,770","22,755",          1.79,"19,910","20,860",          0.95,"40,782","22,793",          1.79,"19,933","20,849",          0.96,"40,949","22,978",          1.78,"20,020","20,929",          0.96,"40,965","23,011",          1.78,"20,040","20,925",          0.96
4885000000,경상남도 하동군 ,"39,803","23,166",          1.72,"20,027","19,776",          1.01,"39,696","23,168",          1.71,"19,976","19,720",          1.01,"39,631","23,168",          1.71,"19,949","19,682",          1.01,"39,616","23,171",          1.71,"19,933","19,683",          1.01
4886000000,경상남도 산청군 ,"32,661","19,501",          1.67,"16,252","16,409",          0.99,"32,601","19,501",          1.67,"16,239","16,362",          0.99,"32,584","19,520",          1.67,"16,240","16,344",          0.99,"32,641","19,546",          1.67,"16,282","16,359",          1.00
4887000000,경상남도 함양군 ,"35,320","20,157",          1.75,"17,337","17,983",          0.96,"35,293","20,163",          1.75,"17,330","17,963",          0.96,"35,228","20,190",          1.74,"17,310","17,918",          0.97,"35,163","20,170",          1.74,"17,269","17,894",          0.97
4888000000,경상남도 거창군 ,"58,738","31,004",          1.89,"28,921","29,817",          0.97,"58,578","30,956",          1.89,"28,831","29,747",          0.97,"58,751","31,223",          1.88,"28,945","29,806",          0.97,"58,733","31,245",          1.88,"28,935","29,798",          0.97
4889000000,경상남도 합천군 ,"38,882","23,173",          1.68,"19,249","19,633",          0.98,"38,758","23,160",          1.67,"19,207","19,551",          0.98,"38,742","23,201",          1.67,"19,208","19,534",          0.98,"38,705","23,211",          1.67,"19,197","19,508",          0.98
5000000000,제주특별자치도  ,"660,342","312,612",          2.11,"329,927","330,415",          1.00,"659,869","312,971",          2.11,"329,668","330,201",          1.00,"659,553","313,579",          2.10,"329,479","330,074",          1.00,"659,603","314,062",          2.10,"329,508","330,095",          1.00
5011000000,제주특별자치도 제주시 ,"482,084","224,668",          2.15,"240,260","241,824",          0.99,"481,839","224,961",          2.14,"240,121","241,718",          0.99,"481,715","225,482",          2.14,"239,989","241,726",          0.99,"481,659","225,811",          2.13,"239,955","241,704",          0.99
5013000000,제주특별자치도 서귀포시 ,"178,258","87,944",          2.03,"89,667","88,591",          1.01,"178,030","88,010",          2.02,"89,547","88,483",          1.01,"177,838","88,097",          2.02,"89,490","88,348",          1.01,"177,944","88,251",          2.02,"89,553","88,391",          1.01
